comment,chunks
"Globalement j’ai beaucoup de réponses correctes, peu de réponses incorrectes et peu d’ignorances.  Dans les réponses correctes, j’ai beaucoup plus de savoirs certains que de savoir fragile , ce qui montre que j’ai confiance en mes connaissances.  J’ai 5 ignorances déclarées et 8 erreurs dangereuses. Cependant, je n’ai aucune erreur présumée.","['Globalement j’ai beaucoup de réponses correctes, peu de réponses incorrectes et peu d’ignorances.  ', 'Dans les réponses correctes, j’ai beaucoup plus de savoirs certains que de savoir fragile ', ', ce qui montre que j’ai confiance en mes connaissances. ', ' J’ai 5 ignorances déclarées et 8 erreurs dangereuses. Cependant, je n’ai aucune erreur présumée.']"
J’aurais dû mieux apprendre mes cours et certaines fois être plus attentive aux documents car j’ai fait deux erreurs de lecture que j’aurais surement pu éviter . J’ai répondu au hasard sur peu de questions mais je n’étais pas sure pour certaines c’est pourquoi j’ai eu plusieurs savoirs fragiles et quelques erreurs présumées. ,"['J’aurais dû mieux apprendre mes cours et certaines fois être plus attentive aux documents car j’ai fait deux erreurs de lecture que j’aurais surement pu éviter ', '. J’ai répondu au hasard sur peu de questions mais je n’étais pas sure pour certaines c’est pourquoi j’ai eu plusieurs savoirs fragiles et quelques erreurs présumées. ', '']"
"J’ai eu 26/40 dont 10 erreurs dangereuses, 3 erreurs présumées et 2 ignorances déclarées, 3 savoirs fragiles et 22 savoirs certains.  Il faudra donc que je révise mon cours avant  et pas très sure de mes réponses. Le test est utile pour savoir quoi revoir. ","['J’ai eu 26/40 dont 10 erreurs dangereuses, 3 erreurs présumées et 2 ignorances déclarées, 3 savoirs fragiles et 22 savoirs certains.  ', 'Il faudra donc que je révise mon cours avant  ', 'et pas très sure de mes réponses. Le test est utile pour savoir quoi revoir. ', '']"
"Résultat 22/40 dont 16 incorrectes, 3 ignorance 21 correctes Il y a beaucoup de réponses incorrectes  J’espère faire mieux la prochaine fois sachant que je m’attendais à pire ","['Résultat 22/40 dont 16 incorrectes, 3 ignorance 21 correctes Il y a beaucoup de réponses incorrectes ', ' J’espère faire mieux la prochaine fois sachant que je m’attendais à pire ', '']"
"J’ai obtenu le score de 35/40 . J’ai 20 savoir certains et 15 savoir fragile , cela montre que je ne suis pas sure de moi.  J’ai 3 erreur dangereuses 0 ignorance. Ce test est très bien car il permet de nous positionner sur nos réponses. Je suis contente d’avoir réalisé ce test. ","['J’ai obtenu le score de 35/40 ', '. J’ai 20 savoir certains et 15 savoir fragile ', ', cela montre que je ne suis pas sure de moi. ', ' J’ai 3 erreur dangereuses 0 ignorance. Ce test est très bien car il permet de nous positionner sur nos réponses. Je suis contente d’avoir réalisé ce test. ', '']"
"Manque de connaissance sur certains chapitres , sinon ça allait","['Manque de connaissance sur certains chapitres ', ', sinon ça allait']"
"Globalement j’ai eu 28 savoirs certains (sur 40) ce qui est relativement correcte. Cependant, mon taux d’erreurs dangereuses étant de 20% (8 sur 40)  démontre bien que je suis assez imprudent  et que je pense de temps en temps avoir des connaissances certaines or ce n’est visiblement pas toujours le cas.  Mon résultat final : 30/40 reste néanmoins satisfaisant.","['Globalement j’ai eu 28 savoirs certains (sur 40) ce qui est relativement correcte. Cependant, mon taux d’erreurs dangereuses étant de 20% (8 sur 40) ', ' démontre bien que je suis assez imprudent  ', 'et que je pense de temps en temps avoir des connaissances certaines or ce n’est visiblement pas toujours le cas. ', ' Mon résultat final : 30/40 reste néanmoins satisfaisant.']"
"Avec les résultats obtenus, je peux remarquer que mon savoir et soit certain soit dangereux . Je n’ai pas assez revu certain chapitre. ","['Avec les résultats obtenus, je peux remarquer que mon savoir et soit certain soit dangereux ', '. Je n’ai pas assez revu certain chapitre. ', '']"
La majorité de mes réponses sont correctes et dans un savoir certain ce qui est un point satisfaisant . Cependant je dirai que je suis imprudent puisque j’ai fait 8 erreurs dangereuses. ,"['La majorité de mes réponses sont correctes et dans un savoir certain ce qui est un point satisfaisant ', '. Cependant je dirai que je suis imprudent puisque j’ai fait 8 erreurs dangereuses. ', '']"
"Note 25/40 Dont 9 erreurs dangereuses. 6 erreur présumées, 0 ignorance, 5 savoirs fragiles, 20 savoirs certains. Il y a donc une différence significative entre les erreurs dangereuses et les savoirs certains.  Pour devenir davantage réaliste, il faudrait relire les cours afin d’être plus sure. ","['Note 25/40 Dont 9 erreurs dangereuses. 6 erreur présumées, 0 ignorance, 5 savoirs fragiles, 20 savoirs certains. Il y a donc une différence significative entre les erreurs dangereuses et les savoirs certains. ', ' Pour devenir davantage réaliste, il faudrait relire les cours afin d’être plus sure. ', '']"
"J’ai fait 29 bonnes réponses sur 40 dont 25 savoirs certains, 3 fragile. 1 ignorance, 10 erreurs dangereuses et 6 présumées.  Pour les prochains tests, il faut que je retravaille mon cours car je n’ai pas vraiment travaillé  J’ai trouvé le test utile pour les révisions  dans l’ensemble je suis satisfaite mais je dois revoir certain chapitre","['J’ai fait 29 bonnes réponses sur 40 dont 25 savoirs certains, 3 fragile. 1 ignorance, 10 erreurs dangereuses et 6 présumées. ', ' Pour les prochains tests, il faut que je retravaille mon cours car je n’ai pas vraiment travaillé ', ' J’ai trouvé le test utile pour les révisions ', ' dans l’ensemble je suis satisfaite mais je dois revoir certain chapitre']"
"Trop de confiance en moi . Beaucoup de réponses correctes mais beaucoup d’erreurs dangereuses. Aucune ignorance.  Je suis satisfaite de mes résultats. Je suis peut-être imprudente . Lors du prochain test, j’aurais surement réussi.  31/44","['Trop de confiance en moi ', '. Beaucoup de réponses correctes mais beaucoup d’erreurs dangereuses. Aucune ignorance. ', ' Je suis satisfaite de mes résultats. Je suis peut-être imprudente ', '. Lors du prochain test, j’aurais surement réussi. ', ' 31/44']"
"Sur 44 questions, j’ai 3 erreurs dangereuses, 6 erreurs présumées, 2 ignorances déclarées, 7 savoirs fragiles et 26 savoirs certains.  Globalement, j’ai des bons résultats mais il reste beaucoup d’erreurs et des incertitudes .","['Sur 44 questions, j’ai 3 erreurs dangereuses, 6 erreurs présumées, 2 ignorances déclarées, 7 savoirs fragiles et 26 savoirs certains. ', ' Globalement, j’ai des bons résultats mais il reste beaucoup d’erreurs et des incertitudes ', '.']"
"J’ai eu 27/44 dont 17 savoirs certains, 10 savoirs fragiles et 8 erreurs dangereuses . Cela vient du fait que je me suis mélangée dans les réponses et que je manque de connaissances  et de confiance en moi. ","['J’ai eu 27/44 dont 17 savoirs certains, 10 savoirs fragiles et 8 erreurs dangereuses ', '. Cela vient du fait que je me suis mélangée dans les réponses et que je manque de connaissances ', ' et de confiance en moi. ', '']"
En accords avec mes notes actuel et manque énorme de confiance en moi. ,"['En accords avec mes notes actuel et manque énorme de confiance en moi. ', '']"
"J’ai eu 28/44, j’ai eu 24 réponses correctes  mais plus de savoirs fragiles que de savoirs certains  car je n’étais pas sûr de mes connaissances sur certaines réponses. ","['J’ai eu 28/44, j’ai eu 24 réponses correctes  ', 'mais plus de savoirs fragiles que de savoirs certains  ', 'car je n’étais pas sûr de mes connaissances sur certaines réponses. ', '']"
"Globalement, quand je sais quelque chose, j’en suis sûre, cependant il m’arrive de me surestimer. ","['Globalement, quand je sais quelque chose, j’en suis sûre, cependant il m’arrive de me surestimer. ', '']"
J’ai eu des réponses certaines à la moitié du test (22 sur 44) avec peu d’ignorances déclarées (5).  Mais je suis trop sûr de moi  car j’ai 11 erreurs dangereuses.,"['J’ai eu des réponses certaines à la moitié du test (22 sur 44) avec peu d’ignorances déclarées (5). ', ' Mais je suis trop sûr de moi  ', 'car j’ai 11 erreurs dangereuses.']"
"J’ai assez de réponse juste, avec un nombre assez correct de savoir certain . J’ai eu pas mal d’erreur dangereuse, je devrai donc faire plus attention . C’est un bilan assez bon globalement, mais je devrai faire plus attention","['J’ai assez de réponse juste, avec un nombre assez correct de savoir certain ', '. J’ai eu pas mal d’erreur dangereuse, je devrai donc faire plus attention ', '. C’est un bilan assez bon globalement, mais je devrai faire plus attention']"
28/44 Je pensais avoir moins  et je pense que j’aurai pu être plus sûr de mes réponses correctes et éviter les erreurs dangereuses. ,"['28/44 ', 'Je pensais avoir moins  ', 'et je pense que j’aurai pu être plus sûr de mes réponses correctes et éviter les erreurs dangereuses. ', '']"
2 erreurs dangereuses6 erreurs présumées3 ignorances déclarées12 savoirs fragiles21 savoirs certains ,"['2 erreurs dangereuses6 erreurs présumées3 ignorances déclarées12 savoirs fragiles21 savoirs certains ', '']"
"Je trouve que j’ai trop eu d’erreurs dangereuses alors que je pensais avoir juste.  Mais cependant, j’étais sûr d’avoir des bonnes réponses et cela m’a plutôt réussi. ","['Je trouve que j’ai trop eu d’erreurs dangereuses alors que je pensais avoir juste.  ', 'Mais cependant, j’étais sûr d’avoir des bonnes réponses et cela m’a plutôt réussi. ', '']"
"Beaucoup d’erreurs dangereuses (10) mais également beaucoup de savoir certain (27) . Je suis trop dans les extrêmes, je me surestime parfois. ","['Beaucoup d’erreurs dangereuses (10) mais également beaucoup de savoir certain (27) ', '. Je suis trop dans les extrêmes, je me surestime parfois. ', '']"
"Bon test pour s’auto-évaluer , un peu de manque de confiance en soi . Et un peu trop d’erreurs dangereuses ","['Bon test pour s’auto-évaluer ', ', un peu de manque de confiance en soi ', '. Et un peu trop d’erreurs dangereuses ', '']"
"26 réponses correctes : 9 savoirs certains, et 17 savoirs fragiles, 8 ignorances10 réponses incorrectes : 8 erreurs présumées, et 2 erreurs dangereuses.  Je ne suis pas sûr de moi ","['26 réponses correctes : 9 savoirs certains, et 17 savoirs fragiles, 8 ignorances10 réponses incorrectes : 8 erreurs présumées, et 2 erreurs dangereuses.  ', 'Je ne suis pas sûr de moi ', '']"
"13 réponses incorrectes : 5 erreurs dangereuses et 8 erreurs présumées1 ignorance30 réponses correctes : 17 savoir fragile, 13 savoir certain  Manque de confiance en soi ","['13 réponses incorrectes : 5 erreurs dangereuses et 8 erreurs présumées1 ignorance30 réponses correctes : 17 savoir fragile, 13 savoir certain  ', 'Manque de confiance en soi ', '']"
"Je suis fier de moi,  mais trop d’erreur dangereuse . Pas trop d’écarts avec les courbes en J . Beaucoup d’imprudence. ","['Je suis fier de moi, ', ' mais trop d’erreur dangereuse ', '. Pas trop d’écarts avec les courbes en J ', '. Beaucoup d’imprudence. ', '']"
"Je me sous estimes parfois , j’ai un manque de connaissances. ","['Je me sous estimes parfois ', ', j’ai un manque de connaissances. ', '']"
"Globalement j’ai plutôt des réponses correctes , je suis plutôt prudente, je sais quand mon savoir est certain ou fragile . Par contre j’ai des erreurs dangereuses à faire attention où je suis un peu trop sûr. (remarque ajoutée après l’analyse des items individuels)=> connaissance du cours trop fragile  -> travail davantage ","['Globalement j’ai plutôt des réponses correctes ', ', je suis plutôt prudente, je sais quand mon savoir est certain ou fragile ', '. Par contre j’ai des erreurs dangereuses à faire attention où je suis un peu trop sûr. (remarque ajoutée après l’analyse des items individuels)=> connaissance du cours trop fragile ', ' -> travail davantage ', '']"
"31/44 Je pensais avoir un peu moins (score) . J’ai fait des erreurs d’inattention, sans vraiment réfléchir à toutes les questions. ","['31/44 ', 'Je pensais avoir un peu moins (score) ', '. J’ai fait des erreurs d’inattention, sans vraiment réfléchir à toutes les questions. ', '']"
Dans l’ensemble je suis très voire trop sûr de moi car j’ai beaucoup d’erreurs dangereuses mais aussi de savoir certain . La courbe d’erreur ne forme pas un J contrairement à la courbe de bonnes réponses . Cela révèle de trop de confiance sur certaine de mes réponses  et donc d’un manque de connaissances sur certains points . Je pourrais être plus réaliste en révisant plus et en me précipitant moins .,"['Dans l’ensemble je suis très voire trop sûr de moi car j’ai beaucoup d’erreurs dangereuses mais aussi de savoir certain ', '. La courbe d’erreur ne forme pas un J contrairement à la courbe de bonnes réponses ', '. Cela révèle de trop de confiance sur certaine de mes réponses ', ' et donc d’un manque de connaissances sur certains points ', '. Je pourrais être plus réaliste en révisant plus et en me précipitant moins ', '.']"
"Sur 44 questions, j’ai répondu juste à 34 questions en étant sûr et je suis trop sûr de moi donc j’ai eu faux à 10 questions en pensant être sûr de la réponse. ","['Sur 44 questions, j’ai répondu juste à 34 questions en étant sûr et je suis trop sûr de moi donc j’ai eu faux à 10 questions en pensant être sûr de la réponse. ', '']"
"Globalement, j’ai beaucoup de réponses correctes et un peu de réponses incorrectes dangereuses ","['Globalement, j’ai beaucoup de réponses correctes et un peu de réponses incorrectes dangereuses ', '']"
J’ai des résultats qui me satisfait mais je fais beaucoup d’erreur grave selon moi .,"['J’ai des résultats qui me satisfait mais je fais beaucoup d’erreur grave selon moi ', '.']"
"Globalement je suis satisfais de mes résultats, mais je semble encore trop confiant  et j’admets mes erreurs","['Globalement je suis satisfais de mes résultats, mais je semble encore trop confiant ', ' et j’admets mes erreurs']"
"Sur 44 questions, j’ai 33 réponses correctes composée de 30 savoir certain et 11 réponses fausses composées de 9 erreurs dangereuses ","['Sur 44 questions, j’ai 33 réponses correctes composée de 30 savoir certain et 11 réponses fausses composées de 9 erreurs dangereuses ', '']"
Peu d’erreurs dangereuses et de bonnes réponses mais peu de certitudes .,"['Peu d’erreurs dangereuses et de bonnes réponses mais peu de certitudes ', '.']"
​- trop d’erreur dangereuse  -> un peu à côté de la plaque,"['\u200b- trop d’erreur dangereuse ', ' -> un peu à côté de la plaque']"
"Trop de confiance , beaucoup d’erreurs où je pensais avoir juste ","['Trop de confiance ', ', beaucoup d’erreurs où je pensais avoir juste ', '']"
"Globalement il y a une majorité de réponses correctes avec 22 savoir certain, 6 savoir fragile, 4 ignorances, 4 erreur présumée et 4 erreur dangereuse  Mes erreurs dangereuses sont surtout dues a des petites erreurs d’étourderie.  Mes résultats sont satisfaisants sachant que j’avais seulement relu mon cours très rapidement. Pour la prochaine fois, il faudrait que je prenne un peu plus de recul pour éviter les erreurs d’étourderie .","['Globalement il y a une majorité de réponses correctes avec 22 savoir certain, 6 savoir fragile, 4 ignorances, 4 erreur présumée et 4 erreur dangereuse ', ' Mes erreurs dangereuses sont surtout dues a des petites erreurs d’étourderie. ', ' Mes résultats sont satisfaisants sachant que j’avais seulement relu mon cours très rapidement. Pour la prochaine fois, il faudrait que je prenne un peu plus de recul pour éviter les erreurs d’étourderie ', '.']"
J’ai obtenu 31 réponses correctes avec une grande majorité de savoir certain  donc je suis satisfaite J’ai fait des erreurs dangereuses mais pas de présumées. En revanche j’ai mis bcp de temps à faire le test. ,"['J’ai obtenu 31 réponses correctes avec une grande majorité de savoir certain ', ' donc je suis satisfaite J’ai fait des erreurs dangereuses mais pas de présumées. En revanche j’ai mis bcp de temps à faire le test. ', '']"
"Globalement il y a plus de réponse correcte que de réponses incorrectes et que d’ignorance . J’espère devenir davantage réaliste lors du prochain test : - en apprenant mieux en cours,  ce qui me permettra donc d’être plus sûr de moi, de plus avoir confiance en moi.  Car j’ai pu constater que j’avais bcp de savoir fragile donc peut-être qu’une meilleure compréhension du cours et d’un meilleur recul sur le cours va me permettre d’y remédier dans le prochain test.","['Globalement il y a plus de réponse correcte que de réponses incorrectes et que d’ignorance ', '. J’espère devenir davantage réaliste lors du prochain test : - en apprenant mieux en cours, ', ' ce qui me permettra donc d’être plus sûr de moi, de plus avoir confiance en moi. ', ' Car j’ai pu constater que j’avais bcp de savoir fragile donc peut-être qu’une meilleure compréhension du cours et d’un meilleur recul sur le cours va me permettre d’y remédier dans le prochain test.']"
"Je n’ai pas appris mon cours car dans certains cas, les formules étaient omniprésentes, donc des erreurs surviennent.  De plus, s’ajoute à cela des questions peu sur le thème qu’on n’a JAMAIS évoqué en classe ! => amplification des erreurs. Enfin, à certains moments, c’était des lectures trop rapides et donc des confusions qui conduisent à des erreurs. Globalement, ce test était simple même pour réviser. ","['Je n’ai pas appris mon cours car dans certains cas, les formules étaient omniprésentes, donc des erreurs surviennent.  ', 'De plus, s’ajoute à cela des questions peu sur le thème qu’on n’a JAMAIS évoqué en classe ! => amplification des erreurs. Enfin, à certains moments, c’était des lectures trop rapides et donc des confusions qui conduisent à des erreurs. Globalement, ce test était simple même pour réviser. ', '']"
J’ai eu 31/40.  Quelques erreurs d’étourderie de frappe… mais surtout de lecture.  Je suis assez contente du résultat  mais je n’avais pas compris qql questions et même avec la correction (1. 1) pas vu en cours.,"['J’ai eu 31/40. ', ' Quelques erreurs d’étourderie de frappe… mais surtout de lecture. ', ' Je suis assez contente du résultat  ', 'mais je n’avais pas compris qql questions et même avec la correction (1. 1) pas vu en cours.']"
"Globalement, il y a plus de réponses correctes que incorrects mais le résultat reste juste . Cependant j’ai aussi fait beaucoup d’erreurs dangereuse . Rester plus réaliste lors du prochain test. ","['Globalement, il y a plus de réponses correctes que incorrects mais le résultat reste juste ', '. Cependant j’ai aussi fait beaucoup d’erreurs dangereuse ', '. Rester plus réaliste lors du prochain test. ', '']"
"Je me rends compte du fait qu’il y ait un nombre d’erreurs dangereuses trop élevé  pour réaliser un devoir décent. Je n’ai certainement pas assez travaillé . De plus, je me suis fait piéger lors de certaines q. car je suis allé trop vite. ","['Je me rends compte du fait qu’il y ait un nombre d’erreurs dangereuses trop élevé ', ' pour réaliser un devoir décent. Je n’ai certainement pas assez travaillé ', '. De plus, je me suis fait piéger lors de certaines q. car je suis allé trop vite. ', '']"
Il y a eu beaucoup de réponse incorrecte et pas mal d'ignorance . Cela révèle que je ne suis pas sûr de mes réponses . Pour espérer davantage au prochain test il va falloir que je révise plus ce qui me permettra d'avoir de l'assurance et de la justesse dans mes réponses .,"[""Il y a eu beaucoup de réponse incorrecte et pas mal d'ignorance "", '. Cela révèle que je ne suis pas sûr de mes réponses ', "". Pour espérer davantage au prochain test il va falloir que je révise plus ce qui me permettra d'avoir de l'assurance et de la justesse dans mes réponses "", '.']"
"Grâce à ces tests je vois qu'il faut que je m'améliore en mécanique car je n'ai pas du tout compris. J'ai beaucoup d'ignorance car je ne connais pas bien ma leçon. Je me sens plus à l'aise en chimie, mais je confonds encore beaucoup stéréoisomère, énantiomère, de configuration, de conformation . . . J'ai aussi besoin de revoir les titrages car je n'arrive pas à faire les calculs. ","[""Grâce à ces tests je vois qu'il faut que je m'améliore en mécanique car je n'ai pas du tout compris. J'ai beaucoup d'ignorance car je ne connais pas bien ma leçon. Je me sens plus à l'aise en chimie, mais je confonds encore beaucoup stéréoisomère, énantiomère, de configuration, de conformation . . . J'ai aussi besoin de revoir les titrages car je n'arrive pas à faire les calculs. "", '']"
"Il y a 6 réponses incorrectes  et sur celles-ci 1 réponse dangereuse . Sur mes 24 réponses correctes, j'en ai que 6 de savoir certain. Généralement pas sur de moi  et je préfère ne pas me risquer à dire que c'est juste si ça peut ne pas l'être . De plus ce sont des chapitres que je n'ai pas encore bien révisé surtout la chimie. ","['Il y a 6 réponses incorrectes  ', 'et sur celles-ci 1 réponse dangereuse ', "". Sur mes 24 réponses correctes, j'en ai que 6 de savoir certain. Généralement pas sur de moi "", "" et je préfère ne pas me risquer à dire que c'est juste si ça peut ne pas l'être "", "". De plus ce sont des chapitres que je n'ai pas encore bien révisé surtout la chimie. "", '']"
"19/32 réponses correctes, peu d'ignorance (2).  Score attribué au fait que je n'étais pas assez attentive et concentrée lors du test.  Le diagramme de réponses correctes est proche de la courbe en J, tandis que la courbe des réponses incorrectes ne l'est pas.  Cela révèle que je dois être plus prudente concernant les questions ou je pense avoir faux pour espérer être davantage réaliste . Lors d'un prochain test, je devrais être moins certaine de moi sur les réponses ou j'hésite et être + prudente. ","[""19/32 réponses correctes, peu d'ignorance (2). "", "" Score attribué au fait que je n'étais pas assez attentive et concentrée lors du test. "", "" Le diagramme de réponses correctes est proche de la courbe en J, tandis que la courbe des réponses incorrectes ne l'est pas. "", ' Cela révèle que je dois être plus prudente concernant les questions ou je pense avoir faux pour espérer être davantage réaliste ', "". Lors d'un prochain test, je devrais être moins certaine de moi sur les réponses ou j'hésite et être + prudente. "", '']"
"Beaucoup des sujets je n'avais pas révisé du tout encore . Donc je ne connaissais pas les réponses. Beaucoup d'erreurs dangereuses  : je n'étais pas très concentrée  mais plus particulièrement, je n'avais pas encore révisé les thèmes. Je n’étais souvent pas très sûre de mes réponses à cause de souvenirs seulement très petits du cours. Erreurs bêtes sur la nomenclature -> concentration","[""Beaucoup des sujets je n'avais pas révisé du tout encore "", "". Donc je ne connaissais pas les réponses. Beaucoup d'erreurs dangereuses "", "" : je n'étais pas très concentrée  "", ""mais plus particulièrement, je n'avais pas encore révisé les thèmes. Je n’étais souvent pas très sûre de mes réponses à cause de souvenirs seulement très petits du cours. Erreurs bêtes sur la nomenclature -> concentration""]"
"Pour le second test, mes connaissances sont encore trop fragiles, je n'ai toujours pas commencé les révisions pour les chapitres (illisible) particulièrement dans le chapitre sur les lois de Newton et la relation entre les acides et les bases.  Je vais tenter de plus travailler pour le prochain test afin d'avoir un meilleur résultat que ceux obtenus cette fois.  (Illisible) erreur n'était dû à des erreurs d'inattention.","[""Pour le second test, mes connaissances sont encore trop fragiles, je n'ai toujours pas commencé les révisions pour les chapitres (illisible) particulièrement dans le chapitre sur les lois de Newton et la relation entre les acides et les bases. "", "" Je vais tenter de plus travailler pour le prochain test afin d'avoir un meilleur résultat que ceux obtenus cette fois. "", "" (Illisible) erreur n'était dû à des erreurs d'inattention.""]"
"Je n'avais pas du tout revu les lois de Kepler et des satellites.  Le test a été réalisé après un TP, les conditions n'étaient pas forcement favorables. Toutefois, cela permet très certainement de cibler les points faibles. Le test est toujours utile. ","[""Je n'avais pas du tout revu les lois de Kepler et des satellites. "", "" Le test a été réalisé après un TP, les conditions n'étaient pas forcement favorables. Toutefois, cela permet très certainement de cibler les points faibles. Le test est toujours utile. "", '']"
"Dans les graphiques, je vois que malgré un certain nombre de réponses correctes,  j'ai 9 erreurs dangereuses , ce qui révèle que j'ai eu tendance à être imprudente. Après avoir relu mes erreurs, j'ai remarqué que ces erreurs provenaient d'une erreur de lecture de la question et rarement d'une réelle erreur / lacune dans mes connaissances.  Ainsi, à l'avenir, il faudrait que je prenne plus mon temps pour lire les questions et évaluer réellement mes connaissances et lacunes . Comparé à mes résultats de la dernière fois, je suis relativement déçue  puisque j'ai eu tendance à faire preuve d'imprudence et à évaluer, à tort, mes réponses comme justes .","['Dans les graphiques, je vois que malgré un certain nombre de réponses correctes, ', "" j'ai 9 erreurs dangereuses "", "", ce qui révèle que j'ai eu tendance à être imprudente. Après avoir relu mes erreurs, j'ai remarqué que ces erreurs provenaient d'une erreur de lecture de la question et rarement d'une réelle erreur / lacune dans mes connaissances. "", "" Ainsi, à l'avenir, il faudrait que je prenne plus mon temps pour lire les questions et évaluer réellement mes connaissances et lacunes "", '. Comparé à mes résultats de la dernière fois, je suis relativement déçue  ', ""puisque j'ai eu tendance à faire preuve d'imprudence et à évaluer, à tort, mes réponses comme justes "", '.']"
"Sur la partie mécanique j'ai été plus confiant, à juste titre, alors que dans la partie chimie j'ai été plus prudent (aussi à juste titre) . Je suis aussi surpris de mon score pour la partie chimie , les chose que je pensais faux était juste et les chose juste, fausse. Pour être plus sur de moi il faudrait que je révise plus la chimie pour solidifier mes connaissances.  Par rapport à la dernière fois j'ai fait moins d'erreurs d'inattention car j'ai bien vérifié même les questions que j'ai eu juste. ","[""Sur la partie mécanique j'ai été plus confiant, à juste titre, alors que dans la partie chimie j'ai été plus prudent (aussi à juste titre) "", '. Je suis aussi surpris de mon score pour la partie chimie ', ', les chose que je pensais faux était juste et les chose juste, fausse. Pour être plus sur de moi il faudrait que je révise plus la chimie pour solidifier mes connaissances. ', "" Par rapport à la dernière fois j'ai fait moins d'erreurs d'inattention car j'ai bien vérifié même les questions que j'ai eu juste. "", '']"
"Comme la dernière fois, il y a une majorité de réponses vraies  et le nombre de erreurs dangereuses a diminué . Toutefois, n'ayant absolument pas relu ni réviser la mécanique et même la chimie , je n'ai quand même pas un score fantastique. . . Il y a aussi comme la dernière fois des erreurs d'inattention. ","['Comme la dernière fois, il y a une majorité de réponses vraies ', ' et le nombre de erreurs dangereuses a diminué ', "". Toutefois, n'ayant absolument pas relu ni réviser la mécanique et même la chimie "", "", je n'ai quand même pas un score fantastique. . . Il y a aussi comme la dernière fois des erreurs d'inattention. "", '']"
​-> uniquement savoir certain ou erreur dangereuse- > je n'avais pas révisé presque la totalité de ce qu'il y avait -> mauvaise (illisible),"['\u200b-> uniquement savoir certain ou erreur dangereuse- ', ""> je n'avais pas révisé presque la totalité de ce qu'il y avait "", '-> mauvaise (illisible)']"
"Globalement il y a plus ou moins autant de réponses correctes et incorrectes . La plupart de ces erreurs sont dangereuses et les savoirs certains :  je devrais peut-être être un peu plus prudent . En général, j'ai plus de réponses correctes en chimie qu'en physique. ","['Globalement il y a plus ou moins autant de réponses correctes et incorrectes ', '. La plupart de ces erreurs sont dangereuses et les savoirs certains : ', ' je devrais peut-être être un peu plus prudent ', "". En général, j'ai plus de réponses correctes en chimie qu'en physique. "", '']"
"J'ai plus confiance en mes résultats par rapport à la dernière fois  mais ils sont faux 1 fois sur 2, donc j'ai beaucoup d'erreurs dangereuses . Je manque aussi de vocabulaire  (ex. je ne savais pas ce que signifiait cste, donc ma réponse était fausse). Je pense avoir autant d'ignorances déclarées que la dernière fois. Mon résultat 17/32 est assez proche de mes notes, donc ce test est très réaliste/ précis. ","[""J'ai plus confiance en mes résultats par rapport à la dernière fois "", "" mais ils sont faux 1 fois sur 2, donc j'ai beaucoup d'erreurs dangereuses "", '. Je manque aussi de vocabulaire ', "" (ex. je ne savais pas ce que signifiait cste, donc ma réponse était fausse). Je pense avoir autant d'ignorances déclarées que la dernière fois. Mon résultat 17/32 est assez proche de mes notes, donc ce test est très réaliste/ précis. "", '']"
"La plupart de mes mauvaises réponses sont dans la mécanique, car je n’ai pas appris, ni révisé cette partie avec la loi Kepler . Pour la chimie, c'est mieux, mais ce qui concerne les mauvaises réponses, c'est une mauvaise compréhension des questions . Pour le degré de certitude, c'est dangereux pour les mauvaises réponses, car j’étais plutôt vers une certitude de 100% même si je n'étais pas sûre de mes réponses , j'ai essayé d'avoir confiance en moi. ","['La plupart de mes mauvaises réponses sont dans la mécanique, car je n’ai pas appris, ni révisé cette partie avec la loi Kepler ', "". Pour la chimie, c'est mieux, mais ce qui concerne les mauvaises réponses, c'est une mauvaise compréhension des questions "", "". Pour le degré de certitude, c'est dangereux pour les mauvaises réponses, car j’étais plutôt vers une certitude de 100% même si je n'étais pas sûre de mes réponses "", "", j'ai essayé d'avoir confiance en moi. "", '']"
"Je remarque que dans mes réponses incorrectes, j'ai plus d'erreur présumée que d'erreur dangereuse. J'ai quand même beaucoup d'erreurs dangereuses (6 au total). J'ai 2 ignorance déclarée, ce qui est relativement peu. Dans mes réponses correctes, j'ai plus de savoir fragile que de savoir certain.  Je résumerais donc que je suis assez prudent  malgré mon grand nombre d'erreur dangereuse.","[""Je remarque que dans mes réponses incorrectes, j'ai plus d'erreur présumée que d'erreur dangereuse. J'ai quand même beaucoup d'erreurs dangereuses (6 au total). J'ai 2 ignorance déclarée, ce qui est relativement peu. Dans mes réponses correctes, j'ai plus de savoir fragile que de savoir certain. "", ' Je résumerais donc que je suis assez prudent ', "" malgré mon grand nombre d'erreur dangereuse.""]"
