id,document,Tags,content
4013340,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Il y a eu plus de réponses correctes que d’erreurs, mais aussi un certain nombre d’ignorances"
4013345,Commentaires_globaux_Test_1et2,MonCal.Interpret,Les erreurs présumées sont nombreuses ce qui révèle un degré élevé de prudence
4013351,Commentaires_globaux_Test_1et2,CTRL,Il faudrait que je révise davantage pour le prochain test
4013355,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,être un peu plus sûr de moi.
4013357,Commentaires_globaux_Test_1et2,CTRL,"Et après avoir vu les réponses, il faut que je lise mieux l’énoncé et prendre le temps de répondre sans me précipiter."
,,,
4013363,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Le résultat donne 34 réponses correctes avec 5 savoirs fragiles. Aucune ignorance déclarée.
4013364,Commentaires_globaux_Test_1et2,DomKldg,Ce qui permet de voir qu’il y a des bases solides
4013367,Commentaires_globaux_Test_1et2,MonCal.Interpret,quelques erreurs dangereuses donc quelques confusions
,,,
4013369,Commentaires_globaux_Test_1et2,DomKldg,Mes connaissances insuffisantes
4013371,Commentaires_globaux_Test_1et2,MonCal.Interpret,"Parfois, certaines des réponses me paraissent justes mais elles ne le sont pas. Cela reflète les erreurs dangereuses"
4013375,Commentaires_globaux_Test_1et2,CTRL,il faudrait que je sois bien plus rigoureux sur les connaissances de cours
,,,
4013378,Commentaires_globaux_Test_1et2,StratKldg,Je pense que j’ai mal lu certains énoncés ce qui m’a porté l’oeil.
,,,
4013380,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Les réponses sont essentiellement certaines (que ce soit juste ou faux).
4013385,Commentaires_globaux_Test_1et2,DomKldg,plusieurs mauvaises réponses dues à un oubli de cours
4013387,Commentaires_globaux_Test_1et2,CTRL,"Lors du prochain test, approfondir les connaissances manquantes et éviter les confusions."
,,,
4013388,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Globalement j’ai beaucoup de réponses correctes, peu de réponses incorrectes et peu d’ignorances."
4013394,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,"Dans les réponses correctes, j’ai beaucoup plus de savoirs certains que de savoir fragile"
4013396,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,ce qui montre que j’ai confiance en mes connaissances.
,,,
4013399,Commentaires_globaux_Test_1et2,StratKldg,J’aurais dû mieux apprendre mes cours et certaines fois être plus attentive aux documents car j’ai fait deux erreurs de lecture que j’aurais surement pu éviter
4013405,Commentaires_globaux_Test_1et2,MonCal.Interpret,J’ai répondu au hasard sur peu de questions mais je n’étais pas sure pour certaines c’est pourquoi j’ai eu plusieurs savoirs fragiles et quelques erreurs présumées.
,,,
4013409,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"J’ai eu 26/40 dont 10 erreurs dangereuses, 3 erreurs présumées et 2 ignorances déclarées, 3 savoirs fragiles et 22 savoirs certains."
4013411,Commentaires_globaux_Test_1et2,CTRL,l faudra donc que je révise mon cours avant
4013414,Commentaires_globaux_Test_1et2,MotOrient.Value,Le test est utile pour savoir quoi revoir.
,,,
4013417,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Résultat 22/40 dont 16 incorrectes, 3 ignorance 21 correctes Il y a beaucoup de réponses incorrectes"
4013419,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,J’espère faire mieux la prochaine fois sachant que je m’attendais à pire
,,,
4013422,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,J’ai obtenu le score de 35/40
4013424,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,J’ai 20 savoir certains et 15 savoir fragile
4013427,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,cela montre que je ne suis pas sure de moi.
4013430,Commentaires_globaux_Test_1et2,MotOrient.Value,Ce test est très bien car il permet de nous positionner sur nos réponses. Je suis contente d’avoir réalisé ce test.
,,,
4013433,Commentaires_globaux_Test_1et2,DomKldg,Manque de connaissance sur certains chapitres
,,,
4013435,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Globalement j’ai eu 28 savoirs certains (sur 40) ce qui est relativement correcte. Cependant, mon taux d’erreurs dangereuses étant de 20% (8 sur 40)"
4013442,Commentaires_globaux_Test_1et2,MonCal.Interpret,démontre bien que je suis assez imprudent
4013444,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,que je pense de temps en temps avoir des connaissances certaines or ce n’est visiblement pas toujours le cas.
,,,
4013447,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,"Avec les résultats obtenus, je peux remarquer que mon savoir et soit certain soit dangereux"
4013449,Commentaires_globaux_Test_1et2,DomKldg,Je n’ai pas assez revu certain chapitre.
4013449,Commentaires_globaux_Test_1et2,DomKldg,Je n’ai pas assez revu certain chapitre.
,,,
4013454,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,La majorité de mes réponses sont correctes et dans un savoir certain ce qui est un point satisfaisant
4013455,Commentaires_globaux_Test_1et2,MonCal.Interpret,Cependant je dirai que je suis imprudent puisque j’ai fait 8 erreurs dangereuses.
,,,
4013457,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Note 25/40 Dont 9 erreurs dangereuses. 6 erreur présumées, 0 ignorance, 5 savoirs fragiles, 20 savoirs certains. Il y a donc une différence significative entre les erreurs dangereuses et les savoirs certains."
4013459,Commentaires_globaux_Test_1et2,CTRL,"Pour devenir davantage réaliste, il faudrait relire les cours afin d’être plus sure."
,,,
4013462,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"J’ai fait 29 bonnes réponses sur 40 dont 25 savoirs certains, 3 fragile. 1 ignorance, 10 erreurs dangereuses et 6 présumées."
4013465,Commentaires_globaux_Test_1et2,CTRL,"Pour les prochains tests, il faut que je retravaille mon cours car je n’ai pas vraiment travaillé"
4013467,Commentaires_globaux_Test_1et2,MotOrient.Value,J’ai trouvé le test utile pour les révisions
,,,
4013469,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Trop de confiance en moi
4013471,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Beaucoup de réponses correctes mais beaucoup d’erreurs dangereuses. Aucune ignorance.
4013472,Commentaires_globaux_Test_1et2,MonCal.Interpret,Je suis peut-être imprudente
4013474,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,"Lors du prochain test, j’aurais surement réussi."
,,,
4015097,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,"Sur 44 questions, j’ai 3 erreurs dangereuses, 6 erreurs présumées, 2 ignorances déclarées, 7 savoirs fragiles et 26 savoirs certains."
4015099,Commentaires_globaux_Test_1et2,MonCal.Interpret,"Globalement, j’ai des bons résultats mais il reste beaucoup d’erreurs et des incertitudes"
,,,
4015101,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"J’ai eu 27/44 dont 17 savoirs certains, 10 savoirs fragiles et 8 erreurs dangereuses"
4015103,Commentaires_globaux_Test_1et2,DomKldg,je manque de connaissances
4015104,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,je manque de connaissances et de confiance en moi.
,,,
4015109,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,En accords avec mes notes actuel et manque énorme de confiance en moi.
,,,
4015111,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"J’ai eu 28/44, j’ai eu 24 réponses correctes"
4015113,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,plus de savoirs fragiles que de savoirs certains
4015114,Commentaires_globaux_Test_1et2,MonCal.Interpret,je n’étais pas sûr de mes connaissances sur certaines réponses.
,,,
4015116,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,"Globalement, quand je sais quelque chose, j’en suis sûre, cependant il m’arrive de me surestimer."
,,,
4015118,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,J’ai eu des réponses certaines à la moitié du test (22 sur 44) avec peu d’ignorances déclarées (5).
4015121,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,je suis trop sûr de moi
,,,
4015123,Commentaires_globaux_Test_1et2,MonCal.Interpret,"J’ai assez de réponse juste, avec un nombre assez correct de savoir certain"
4015126,Commentaires_globaux_Test_1et2,StratKldg,"J’ai eu pas mal d’erreur dangereuse, je devrai donc faire plus attention"
,,,
4015128,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,28/44
4015129,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Je pensais avoir moins
4015130,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,je pense que j’aurai pu être plus sûr de mes réponses correctes et éviter les erreurs dangereuses.
,,,
4015132,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,2 erreurs dangereuses6 erreurs présumées3 ignorances déclarées12 savoirs fragiles21 savoirs certains
,,,
4015134,Commentaires_globaux_Test_1et2,MonCal.Interpret,Je trouve que j’ai trop eu d’erreurs dangereuses alors que je pensais avoir juste.
4015135,Commentaires_globaux_Test_1et2,StratKldg,"Mais cependant, j’étais sûr d’avoir des bonnes réponses et cela m’a plutôt réussi."
,,,
4015137,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Beaucoup d’erreurs dangereuses (10) mais également beaucoup de savoir certain (27)
4015138,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,"Je suis trop dans les extrêmes, je me surestime parfois."
,,,
4015139,Commentaires_globaux_Test_1et2,MotOrient.Value,Bon test pour s’auto-évaluer
4015140,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,un peu de manque de confiance en soi
4015142,Commentaires_globaux_Test_1et2,MonCal.Interpret,Et un peu trop d’erreurs dangereuses
,,,
4015143,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"26 réponses correctes : 9 savoirs certains, et 17 savoirs fragiles, 8 ignorances10 réponses incorrectes : 8 erreurs présumées, et 2 erreurs dangereuses."
4015144,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Je ne suis pas sûr de moi
,,,
4015146,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"13 réponses incorrectes : 5 erreurs dangereuses et 8 erreurs présumées1 ignorance30 réponses correctes : 17 savoir fragile, 13 savoir certain"
4015147,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Manque de confiance en soi
,,,
4015149,Commentaires_globaux_Test_1et2,BDS.Emotions,"Je suis fier de moi,"
4015150,Commentaires_globaux_Test_1et2,MonCal.Interpret,trop d’erreur dangereuse
4015152,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,Pas trop d’écarts avec les courbes en J
4015153,Commentaires_globaux_Test_1et2,MonCal.Interpret,Beaucoup d’imprudence.
,,,
4015154,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Je me sous estimes parfois
4015156,Commentaires_globaux_Test_1et2,DomKldg,j’ai un manque de connaissances.
,,,
4015157,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Globalement j’ai plutôt des réponses correctes
4015158,Commentaires_globaux_Test_1et2,MonCal.Interpret,"je suis plutôt prudente, je sais quand mon savoir est certain ou fragile"
4015160,Commentaires_globaux_Test_1et2,DomKldg,connaissance du cours trop fragile
4015161,Commentaires_globaux_Test_1et2,CTRL,travail davantage
,,,
4015171,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,31/44
4015173,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Je pensais avoir un peu moins (score)
4015176,Commentaires_globaux_Test_1et2,StratKldg,"J’ai fait des erreurs d’inattention, sans vraiment réfléchir à toutes les questions."
,,,
4017629,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Dans l’ensemble je suis très voire trop sûr de moi 
4017632,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,La courbe d’erreur ne forme pas un J contrairement à la courbe de bonnes réponses
4017633,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Cela révèle de trop de confiance sur certaine de mes réponses
4017637,Commentaires_globaux_Test_1et2,DomKldg,d’un manque de connaissances sur certains points
4017640,Commentaires_globaux_Test_1et2,CTRL,Je pourrais être plus réaliste en révisant plus et en me précipitant moins
,,,
4017644,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Sur 44 questions, j’ai répondu juste à 34 questions en étant sûr et je suis trop sûr de moi donc j’ai eu faux à 10 questions en pensant être sûr de la réponse."
,,,
4017649,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Globalement, j’ai beaucoup de réponses correctes et un peu de réponses incorrectes dangereuses"
,,,
4017650,Commentaires_globaux_Test_1et2,MonCal.Interpret,J’ai des résultats qui me satisfait mais je fais beaucoup d’erreur grave selon moi
,,,
4017653,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,je semble encore trop confiant
,,,
4017656,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Sur 44 questions, j’ai 33 réponses correctes composée de 30 savoir certain et 11 réponses fausses composées de 9 erreurs dangereuses"
,,,
4017662,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Peu d’erreurs dangereuses et de bonnes réponses mais peu de certitudes
,,,
4017666,Commentaires_globaux_Test_1et2,MonCal.Interpret,trop d’erreur dangereuse
,,,
4017675,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Trop de confiance
4017674,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,beaucoup d’erreurs où je pensais avoir juste
,,,
4013479,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Globalement il y a une majorité de réponses correctes avec 22 savoir certain, 6 savoir fragile, 4 ignorances, 4 erreur présumée et 4 erreur dangereuse"
4013482,Commentaires_globaux_Test_1et2,StratKldg,Mes erreurs dangereuses sont surtout dues a des petites erreurs d’étourderie.
4013484,Commentaires_globaux_Test_1et2,CTRL,"Pour la prochaine fois, il faudrait que je prenne un peu plus de recul pour éviter les erreurs d’étourderie"
,,,
4013486,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,J’ai obtenu 31 réponses correctes avec une grande majorité de savoir certain
4013489,Commentaires_globaux_Test_1et2,StratKldg,j’ai mis bcp de temps à faire le test.
,,,
4013490,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Globalement il y a plus de réponse correcte que de réponses incorrectes et que d’ignorance
4013493,Commentaires_globaux_Test_1et2,CTRL,"en apprenant mieux en cours,"
4013497,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,"ce qui me permettra donc d’être plus sûr de moi, de plus avoir confiance en moi."
,,,
4013499,Commentaires_globaux_Test_1et2,StratKldg,"Je n’ai pas appris mon cours car dans certains cas, les formules étaient omniprésentes, donc des erreurs surviennent."
4013501,Commentaires_globaux_Test_1et2,MotOrient.Value,"Globalement, ce test était simple même pour réviser."
,,,
4013505,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,J’ai eu 31/40.
4013508,Commentaires_globaux_Test_1et2,StratKldg,Quelques erreurs d’étourderie de frappe… mais surtout de lecture.
4013509,Commentaires_globaux_Test_1et2,BDS.Emotions,Je suis assez contente du résultat
,,,
4013511,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Globalement, il y a plus de réponses correctes que incorrects mais le résultat reste juste"
4013514,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,j’ai aussi fait beaucoup d’erreurs dangereuse
4013516,Commentaires_globaux_Test_1et2,CTRL,Rester plus réaliste lors du prochain test.
,,,
4013518,Commentaires_globaux_Test_1et2,MonCal.Interpret,Je me rends compte du fait qu’il y ait un nombre d’erreurs dangereuses trop élevé
4013521,Commentaires_globaux_Test_1et2,DomKldg,Je n’ai certainement pas assez travaillé
4013524,Commentaires_globaux_Test_1et2,StratKldg,"De plus, je me suis fait piéger lors de certaines q. car je suis allé trop vite."
